Date,Tmax,Tmin,Tmean,RHmax,RHmin,RHmean,RAD
05/24/2022,24.45,17.98,20.913913043478257,36.3,23.4,30.278260869565216,6.865235853018029
05/25/2022,20.53,18.0,19.580434782608695,58.6,35.1,50.03478260869565,0.4914217971711623
05/26/2022,21.35,17.92,19.57478260869565,54.3,41.5,47.10869565217392,2.4766680623601367
05/27/2022,28.39,17.99,22.498260869565215,54.4,29.6,43.00869565217391,7.807738852070183
05/28/2022,33.2,18.87,25.35347826086956,60.3,33.9,47.0391304347826,5.618344725867318
05/29/2022,28.24,19.65,24.241739130434784,77.5,51.2,60.77826086956521,3.5731987888838495
05/30/2022,32.52,19.79,24.902608695652173,79.9,37.4,61.46521739130434,3.305483929230903
05/31/2022,24.18,18.58,20.973478260869566,75.5,42.8,53.765217391304354,3.823799456595512
06/01/2022,24.7,18.07,20.68478260869565,55.4,29.8,41.917391304347824,6.609745416180285
06/02/2022,28.51,18.01,22.554782608695657,41.7,20.7,31.69130434782608,7.4018880146054435
06/03/2022,25.14,18.06,21.04913043478261,38.8,20.2,28.78260869565218,8.484971876032432
06/04/2022,25.26,18.05,21.156521739130437,52.3,33.0,40.830434782608684,6.18678038677426
06/05/2022,25.9,18.32,20.82826086956522,65.5,43.9,57.9,4.329890561144917
06/06/2022,28.82,18.16,22.279130434782612,75.8,32.7,54.07391304347825,6.609745416180285
06/07/2022,24.28,18.47,20.82043478260869,50.9,31.8,42.486956521739124,3.560974366068646
06/08/2022,29.87,18.1,23.325652173913046,54.6,21.5,38.90869565217392,7.340765900529427
06/09/2022,30.12,18.19,23.866956521739127,44.5,21.9,32.31739130434783,7.339543458247907
06/10/2022,31.08,18.86,23.71521739130435,53.1,22.7,38.43043478260871,5.02790510389301
06/11/2022,28.74,19.59,23.253913043478256,74.5,42.6,56.88260869565217,4.54015063356641
06/12/2022,28.19,19.32,22.783478260869565,69.5,50.8,62.62608695652173,4.464359212112152
06/13/2022,30.29,20.18,22.95695652173913,87.0,54.0,76.34347826086959,2.640475328083857
06/14/2022,37.35,22.0,29.334347826086958,88.7,34.4,60.95652173913044,6.1892252713373015
06/15/2022,27.15,20.07,23.401739130434784,75.8,48.8,58.13913043478261,2.4791129469231774
06/16/2022,29.46,19.51,23.831304347826087,66.6,34.6,47.81739130434784,6.22712098206443
06/17/2022,31.84,19.3,25.014347826086954,63.7,27.9,44.80869565217392,8.23192632375773
06/18/2022,30.84,19.09,24.743043478260866,55.4,30.9,43.31739130434782,7.976435886919986
06/19/2022,37.54,21.11,28.881739130434788,49.2,35.2,42.56521739130435,7.806516409788665
06/20/2022,40.7,25.8,32.751304347826085,72.2,32.5,51.126086956521725,7.577919703144366
06/21/2022,34.21,22.89,28.442608695652172,83.4,26.0,52.68695652173913,7.5241322427574735
06/22/2022,31.25,20.01,25.804347826086957,62.2,33.8,46.16956521739131,7.571807491736766
06/23/2022,37.31,20.49,28.795217391304345,62.1,23.3,41.52173913043478,7.493571185719467
06/24/2022,35.01,20.85,28.52391304347826,70.4,38.3,50.53478260869565,6.423934189389199
06/25/2022,29.07,20.65,25.116521739130434,82.4,40.1,61.073913043478264,4.534038422158809
06/26/2022,25.24,19.12,21.668695652173916,54.2,33.4,42.743478260869566,6.921468197967963
06/27/2022,31.05,18.17,24.163478260869564,57.9,27.5,41.06521739130435,7.606035875619334
06/28/2022,31.55,19.89,24.981739130434786,66.0,32.4,47.18260869565218,6.672089972537821
06/29/2022,34.42,18.55,26.000869565217396,63.8,31.5,46.68695652173914,7.280866228734933
06/30/2022,35.2,22.29,28.554782608695657,71.5,34.1,46.15652173913043,5.952071468722362
07/01/2022,31.23,19.68,24.96,60.8,26.0,42.869565217391305,7.547358646106359
07/02/2022,20.92,20.2,20.745217391304347,52.8,48.8,50.317391304347815,0.0
07/03/2022,29.68,19.61,24.233478260869564,80.2,39.4,59.91304347826086,3.719891862666285
07/04/2022,30.46,21.46,25.358695652173907,85.2,54.4,65.86086956521739,3.9484885693105825
07/05/2022,34.85,21.84,25.98086956521739,93.8,44.0,76.20434782608694,4.675841726815164
07/06/2022,28.75,19.66,23.971304347826088,80.0,51.5,67.49130434782609,4.273658216194984
07/07/2022,34.05,21.22,26.6295652173913,87.7,45.4,68.29565217391306,4.780971763025911
07/08/2022,31.81,22.03,25.579565217391302,88.0,47.5,70.00000000000001,4.82375724287912
07/09/2022,32.14,19.74,25.78739130434783,83.9,37.8,57.86086956521739,7.11094675160361
07/10/2022,28.76,21.55,25.26391304347826,73.3,55.7,63.21739130434783,3.1734601628267107
07/11/2022,32.68,21.93,26.281304347826083,89.3,33.2,62.70869565217391,5.920287969402834
07/12/2022,33.3,19.7,25.045217391304345,72.5,28.8,53.27826086956521,6.272351346480682
07/13/2022,29.18,19.35,23.23130434782608,79.2,42.6,62.77826086956523,7.8810853889614005
07/14/2022,33.04,19.0,25.249565217391304,73.3,37.0,58.04347826086958,6.931247736220125
07/15/2022,34.62,21.35,27.366086956521738,77.9,39.6,59.07826086956523,6.788221989282251
07/16/2022,33.03,22.2,27.101304347826083,83.7,39.0,61.286956521739135,5.338405443399169
07/17/2022,31.39,22.44,27.004347826086953,77.7,42.4,60.508695652173905,4.620831824146751
07/18/2022,38.61,22.61,29.926956521739132,77.2,32.7,56.22173913043479,7.310204843491419
07/19/2022,35.46,25.05,28.978695652173908,68.4,33.9,51.443478260869554,4.961893220690915
07/20/2022,33.48,22.3,27.2795652173913,69.3,28.8,48.83043478260869,6.43249128535984
07/21/2022,32.47,22.87,27.316956521739133,70.2,27.2,45.5695652173913,7.661045778287748
07/22/2022,36.34,22.82,28.78782608695652,57.6,31.5,44.80434782608697,6.199004809589463
07/23/2022,26.26,21.21,23.675652173913043,80.0,59.7,70.67826086956521,1.6209584652959237
07/24/2022,28.33,19.58,23.484782608695657,86.4,36.3,58.44782608695652,6.696538818168228
07/25/2022,29.36,18.51,23.01913043478261,65.8,29.6,48.38695652173912,6.6720899725378215
07/26/2022,26.35,19.63,22.2,76.6,50.6,68.33913043478263,2.164945280572459
07/27/2022,31.24,19.13,24.44565217391304,82.7,31.9,55.991304347826095,6.718542779235594
07/28/2022,26.08,18.97,22.184782608695652,65.4,38.8,50.760869565217384,5.556000169509783
07/29/2022,27.88,18.7,22.81434782608696,69.7,36.9,53.41304347826087,5.395860230630623
07/30/2022,34.78,19.33,25.88,71.0,29.8,51.47391304347826,6.930025293938606
07/31/2022,31.73,19.89,25.391739130434782,73.4,44.0,59.10434782608697,4.6721743999706025
08/01/2022,32.5,19.71,25.254347826086956,76.0,30.4,55.269565217391296,6.728322317487755
08/02/2022,36.68,19.83,27.59608695652174,71.8,44.3,58.36521739130435,6.053534178088547
08/03/2022,34.73,22.51,27.312173913043477,72.4,27.9,53.55217391304347,6.698983702731268
08/04/2022,32.75,19.32,25.065652173913048,66.8,31.1,50.58695652173914,6.9288028516570845
08/05/2022,36.09,20.92,27.381304347826084,70.3,33.5,53.90434782608696,6.744214067147518
08/06/2022,28.12,21.31,24.028695652173912,90.0,64.4,78.61304347826088,0.9803987097792841
08/07/2022,26.696296296296296,19.89818181818181,21.86781815972136,85.59272727272727,59.65925925925926,75.22633618106138,3.557942696648353
08/08/2022,27.43636363636364,18.3377358490566,21.92835011310811,82.01636363636361,39.91636363636364,62.26521266810849,5.513617898250544
08/09/2022,31.459259259259262,19.3,24.820536151783077,75.93636363636364,35.06226415094339,56.34241957447045,4.582218052902368
08/10/2022,32.03636363636364,20.159259259259255,25.57674000355468,79.49090909090908,35.50185185185185,57.54562499962627,4.289470573511328
08/11/2022,30.81636363636364,20.129629629629637,24.80101872858605,66.44259259259259,32.68000000000001,49.880933082153426,4.67147910573032
08/12/2022,24.045283018867924,19.31111111111111,21.371025020036026,80.98181818181818,51.80181818181817,65.67866296777969,2.7323161799344313
08/13/2022,23.37272727272728,19.879245283018868,20.871273412274235,78.85555555555555,62.17999999999999,70.30558593868683,3.285756106668824
08/14/2022,26.072727272727263,18.711320754716983,21.344873730468482,76.36603773584906,52.51999999999999,68.5515856127587,4.837506308857954
08/15/2022,26.16363636363636,18.749090909090917,22.224379424543493,79.10363636363635,53.07272727272727,68.34626455973464,3.6243597521793687
08/16/2022,29.721818181818183,20.08333333333333,23.65550788166046,84.0777777777778,41.31454545454546,64.77202451090065,4.700710084021808
